time	asset	gain
0.60	focus.mp3	0.28
2.10	click-soft.mp3	0.25
11.20	whoosh.mp3	0.28
13.50	whoosh.mp3	0.28
15.80	whoosh.mp3	0.28
21.00	focus.mp3	0.28
28.50	stack-collapse.mp3	0.30
30.80	transform.mp3	0.28
33.00	whoosh.mp3	0.28
35.50	click-soft.mp3	0.25
37.80	whoosh.mp3	0.28
41.00	transform.mp3	0.28
47.50	drop-thud.mp3	0.29
51.00	complete-done.mp3	0.28
58.00	click-soft.mp3	0.25
