time	asset	gain
0.60	focus.mp3	0.26
2.50	click-soft.mp3	0.22
12.00	whoosh.mp3	0.24
16.00	drop-thud.mp3	0.28
22.00	transform.mp3	0.25
26.00	stack-collapse.mp3	0.27
30.50	click-soft.mp3	0.22
34.00	transform.mp3	0.25
38.00	whoosh-fast.mp3	0.24
42.00	complete-done.mp3	0.26
46.00	whoosh.mp3	0.23
51.00	focus.mp3	0.26
57.00	whoosh-fast.mp3	0.25
