time	asset	gain
1.20	whoosh.mp3	0.25
3.40	click-soft.mp3	0.22
12.10	whoosh-fast.mp3	0.27
16.50	drop-thud.mp3	0.28
22.40	focus.mp3	0.23
27.80	stack-collapse.mp3	0.29
32.70	focus.mp3	0.24
37.10	transform.mp3	0.26
42.60	whoosh.mp3	0.25
46.80	click-soft.mp3	0.23
52.50	complete-done.mp3	0.30
57.00	transform.mp3	0.28
