time	asset	gain
1.50	click-soft.mp3	0.28
8.00	focus.mp3	0.25
11.50	whoosh.mp3	0.22
18.00	whoosh-fast.mp3	0.20
21.50	stack-collapse.mp3	0.30
24.00	drop-thud.mp3	0.27
28.00	click-soft.mp3	0.24
31.00	focus.mp3	0.29
34.00	transform.mp3	0.26
42.00	drop-thud.mp3	0.28
46.00	stack-collapse.mp3	0.31
52.00	whoosh.mp3	0.23
57.00	complete-done.mp3	0.32
