time	asset	gain
0.60	focus.mp3	0.26
4.00	whoosh.mp3	0.22
10.60	drop-thud.mp3	0.28
15.00	whoosh.mp3	0.22
20.60	click-soft.mp3	0.24
25.00	stack-collapse.mp3	0.28
30.60	focus.mp3	0.26
35.00	transform.mp3	0.25
40.60	stack-collapse.mp3	0.28
45.00	whoosh.mp3	0.22
50.60	complete-done.mp3	0.28
55.00	focus.mp3	0.26
