time	asset	gain
0.60	focus.mp3	0.26
1.50	click-soft.mp3	0.26
10.60	whoosh.mp3	0.26
11.20	drop-thud.mp3	0.26
12.80	whoosh-fast.mp3	0.26
20.60	whoosh.mp3	0.26
21.80	whoosh-fast.mp3	0.26
22.50	stack-collapse.mp3	0.26
30.60	transform.mp3	0.26
32.00	click-soft.mp3	0.26
40.60	stack-collapse.mp3	0.26
41.80	focus.mp3	0.26
50.60	whoosh.mp3	0.26
51.50	complete-done.mp3	0.26
54.00	focus.mp3	0.26
