time	asset	gain
1.20	whoosh.mp3	0.28
4.50	click-soft.mp3	0.25
10.80	whoosh-fast.mp3	0.30
13.50	transform.mp3	0.27
21.00	focus.mp3	0.26
25.80	stack-collapse.mp3	0.29
30.80	focus.mp3	0.26
34.00	transform.mp3	0.27
41.20	click-soft.mp3	0.25
44.50	drop-thud.mp3	0.26
51.00	complete-done.mp3	0.28
56.50	whoosh.mp3	0.25
