time	asset	gain
4.50	whoosh-fast.mp3	0.26
7.80	whoosh-fast.mp3	0.26
12.00	drop-thud.mp3	0.22
15.50	focus.mp3	0.26
23.50	focus.mp3	0.26
28.00	click-soft.mp3	0.24
32.00	transform.mp3	0.28
37.00	complete-done.mp3	0.26
42.50	stack-collapse.mp3	0.22
47.00	whoosh.mp3	0.20
52.50	complete-done.mp3	0.26
57.00	focus.mp3	0.26
