time	asset	gain
0.60	focus.mp3	0.26
2.80	whoosh-fast.mp3	0.26
10.50	drop-thud.mp3	0.26
12.80	click-soft.mp3	0.26
16.00	stack-collapse.mp3	0.26
20.80	whoosh.mp3	0.26
24.50	stack-collapse.mp3	0.26
30.50	transform.mp3	0.26
34.00	focus.mp3	0.26
40.80	complete-done.mp3	0.26
44.50	click-soft.mp3	0.26
50.50	focus.mp3	0.26
52.80	whoosh-fast.mp3	0.26
57.00	complete-done.mp3	0.26
