time	asset	gain
0.60	focus.mp3	0.26
5.00	click-soft.mp3	0.22
10.80	whoosh.mp3	0.25
15.20	drop-thud.mp3	0.28
20.90	stack-collapse.mp3	0.27
25.50	whoosh-fast.mp3	0.30
30.80	focus.mp3	0.26
35.00	transform.mp3	0.29
41.00	whoosh.mp3	0.25
45.50	click-soft.mp3	0.22
51.00	complete-done.mp3	0.28
55.00	focus.mp3	0.26
