time	asset	gain
0.60	whoosh-fast.mp3	0.28
3.00	click-soft.mp3	0.25
10.50	click-soft.mp3	0.25
12.50	drop-thud.mp3	0.22
15.00	click-soft.mp3	0.25
21.00	focus.mp3	0.26
25.00	stack-collapse.mp3	0.28
31.00	transform.mp3	0.29
34.00	focus.mp3	0.26
37.00	click-soft.mp3	0.25
41.00	drop-thud.mp3	0.22
45.00	whoosh.mp3	0.27
51.00	complete-done.mp3	0.29
54.00	focus.mp3	0.26
