time	asset	gain
0.60	focus.mp3	0.26
6.40	click-soft.mp3	0.24
11.40	whoosh-fast.mp3	0.30
14.60	whoosh.mp3	0.28
17.80	drop-thud.mp3	0.26
20.40	transform.mp3	0.28
23.00	focus.mp3	0.24
25.50	focus.mp3	0.24
30.40	transform.mp3	0.28
32.60	whoosh.mp3	0.26
36.40	whoosh-fast.mp3	0.30
38.60	stack-collapse.mp3	0.26
41.00	focus.mp3	0.24
44.00	stack-collapse.mp3	0.28
48.40	drop-thud.mp3	0.28
52.40	complete-done.mp3	0.30
57.20	focus.mp3	0.22
