time	asset	gain
0.60	focus.mp3	0.28
2.10	whoosh-fast.mp3	0.25
10.60	drop-thud.mp3	0.28
12.80	click-soft.mp3	0.25
20.80	stack-collapse.mp3	0.28
23.50	whoosh.mp3	0.25
30.80	focus.mp3	0.28
33.10	transform.mp3	0.25
40.80	drop-thud.mp3	0.28
42.60	complete-done.mp3	0.25
50.80	click-soft.mp3	0.28
53.00	focus.mp3	0.25
