time	asset	gain
0.60	click-soft.mp3	0.26
4.50	click-soft.mp3	0.26
8.00	whoosh.mp3	0.28
12.50	focus.mp3	0.30
16.00	whoosh.mp3	0.28
23.00	stack-collapse.mp3	0.28
27.50	whoosh.mp3	0.28
33.00	complete-done.mp3	0.32
37.50	focus.mp3	0.30
42.00	whoosh-fast.mp3	0.30
46.50	focus.mp3	0.30
52.00	complete-done.mp3	0.32
57.00	focus.mp3	0.30
