time	asset	gain
0.60	drop-thud.mp3	0.26
4.50	whoosh-fast.mp3	0.28
11.00	click-soft.mp3	0.25
14.00	stack-collapse.mp3	0.30
21.00	focus.mp3	0.26
24.00	drop-thud.mp3	0.27
31.00	focus.mp3	0.26
34.50	transform.mp3	0.29
41.00	stack-collapse.mp3	0.30
44.00	complete-done.mp3	0.28
51.00	focus.mp3	0.26
54.00	complete-done.mp3	0.28
