time	asset	gain
8.50	drop-thud.mp3	0.28
15.20	focus.mp3	0.26
17.80	stack-collapse.mp3	0.25
23.50	whoosh.mp3	0.27
28.10	click-soft.mp3	0.23
35.60	transform.mp3	0.29
38.20	focus.mp3	0.27
44.50	drop-thud.mp3	0.28
47.10	stack-collapse.mp3	0.26
55.40	complete-done.mp3	0.30
57.90	focus.mp3	0.27
