time	asset	gain
0.60	focus.mp3	0.26
3.80	click-soft.mp3	0.24
10.50	whoosh-fast.mp3	0.28
14.20	drop-thud.mp3	0.26
16.80	stack-collapse.mp3	0.26
21.20	whoosh.mp3	0.25
24.50	click-soft.mp3	0.24
28.30	transform.mp3	0.27
31.50	complete-done.mp3	0.28
34.80	transform.mp3	0.27
38.00	focus.mp3	0.26
42.20	stack-collapse.mp3	0.27
46.50	drop-thud.mp3	0.26
51.00	focus.mp3	0.26
55.50	complete-done.mp3	0.28
