time	asset	gain
2.50	focus.mp3	0.28
8.10	whoosh.mp3	0.25
12.50	click-soft.mp3	0.26
18.20	focus.mp3	0.27
24.10	stack-collapse.mp3	0.24
28.50	focus.mp3	0.29
30.80	transform.mp3	0.30
36.70	whoosh-fast.mp3	0.28
38.90	focus.mp3	0.26
44.50	complete-done.mp3	0.31
48.10	focus.mp3	0.27
51.50	transform.mp3	0.30
57.80	complete-done.mp3	0.32
