time	asset	gain
0.60	whoosh.mp3	0.26
3.50	click-soft.mp3	0.24
12.00	focus.mp3	0.28
16.50	whoosh-fast.mp3	0.27
21.00	whoosh-fast.mp3	0.26
25.50	drop-thud.mp3	0.22
33.00	transform.mp3	0.29
37.50	complete-done.mp3	0.30
43.00	stack-collapse.mp3	0.25
47.00	drop-thud.mp3	0.23
53.00	focus.mp3	0.28
57.50	complete-done.mp3	0.30
