time	asset	gain
0.60	click-soft.mp3	0.26
3.00	focus.mp3	0.26
10.50	whoosh.mp3	0.26
13.00	drop-thud.mp3	0.26
20.50	transform.mp3	0.26
24.00	click-soft.mp3	0.26
30.50	focus.mp3	0.26
34.00	complete-done.mp3	0.26
40.50	stack-collapse.mp3	0.26
43.00	drop-thud.mp3	0.26
50.50	whoosh-fast.mp3	0.26
54.00	complete-done.mp3	0.26
