time	asset	gain
0.60	whoosh-fast.mp3	0.26
2.50	focus.mp3	0.28
10.60	click-soft.mp3	0.25
13.00	stack-collapse.mp3	0.27
18.00	drop-thud.mp3	0.22
20.60	whoosh.mp3	0.24
25.00	drop-thud.mp3	0.21
30.60	transform.mp3	0.30
35.00	complete-done.mp3	0.29
40.60	click-soft.mp3	0.25
45.00	stack-collapse.mp3	0.27
50.60	whoosh-fast.mp3	0.26
55.00	complete-done.mp3	0.29
