time	asset	gain
2.50	focus.mp3	0.28
12.80	drop-thud.mp3	0.25
23.50	whoosh.mp3	0.27
34.20	stack-collapse.mp3	0.29
45.70	transform.mp3	0.30
56.10	complete-done.mp3	0.26
