time	asset	gain
0.80	click-soft.mp3	0.28
3.50	whoosh-fast.mp3	0.25
10.50	focus.mp3	0.26
14.00	complete-done.mp3	0.30
21.00	focus.mp3	0.26
24.00	stack-collapse.mp3	0.28
31.50	transform.mp3	0.27
34.00	whoosh.mp3	0.25
36.00	complete-done.mp3	0.30
43.00	focus.mp3	0.26
47.00	click-soft.mp3	0.28
53.50	focus.mp3	0.26
57.00	complete-done.mp3	0.30
