time	asset	gain
0.60	click-soft.mp3	0.26
3.50	whoosh.mp3	0.22
11.20	stack-collapse.mp3	0.28
14.50	whoosh.mp3	0.22
21.00	focus.mp3	0.26
24.80	drop-thud.mp3	0.25
31.00	transform.mp3	0.28
34.50	complete-done.mp3	0.28
38.00	focus.mp3	0.26
41.50	stack-collapse.mp3	0.28
44.00	drop-thud.mp3	0.25
51.00	click-soft.mp3	0.26
55.00	whoosh-fast.mp3	0.24
