time	asset	gain
1.00	focus.mp3	0.26
4.00	click-soft.mp3	0.24
11.00	whoosh-fast.mp3	0.28
14.00	drop-thud.mp3	0.25
22.00	focus.mp3	0.26
27.00	stack-collapse.mp3	0.27
30.80	transform.mp3	0.28
34.00	click-soft.mp3	0.24
41.00	focus.mp3	0.26
45.00	stack-collapse.mp3	0.27
51.00	complete-done.mp3	0.29
57.00	focus.mp3	0.26
