time	asset	gain
0.60	click-soft.mp3	0.26
10.80	whoosh-fast.mp3	0.28
21.50	focus.mp3	0.27
30.80	transform.mp3	0.29
41.20	stack-collapse.mp3	0.30
51.50	complete-done.mp3	0.28
