time	asset	gain
0.60	whoosh.mp3	0.22
4.50	focus.mp3	0.28
10.80	click-soft.mp3	0.30
15.20	drop-thud.mp3	0.24
21.00	click-soft.mp3	0.30
23.50	click-soft.mp3	0.30
27.00	stack-collapse.mp3	0.25
30.50	transform.mp3	0.28
34.00	focus.mp3	0.28
41.00	whoosh-fast.mp3	0.26
46.00	click-soft.mp3	0.28
51.50	complete-done.mp3	0.29
55.00	focus.mp3	0.28
