time	asset	gain
0.60	focus.mp3	0.26
3.50	whoosh.mp3	0.24
10.80	click-soft.mp3	0.28
14.20	whoosh-fast.mp3	0.25
20.60	stack-collapse.mp3	0.22
24.50	focus.mp3	0.26
30.70	transform.mp3	0.27
34.10	focus.mp3	0.28
40.50	click-soft.mp3	0.25
44.80	whoosh.mp3	0.23
50.40	focus.mp3	0.26
55.10	complete-done.mp3	0.29
