time	asset	gain
0.60	focus.mp3	0.26
3.50	click-soft.mp3	0.22
10.80	drop-thud.mp3	0.28
15.50	stack-collapse.mp3	0.26
20.80	whoosh.mp3	0.24
24.50	click-soft.mp3	0.22
30.80	transform.mp3	0.28
34.80	focus.mp3	0.26
40.80	complete-done.mp3	0.28
45.20	click-soft.mp3	0.22
50.80	whoosh-fast.mp3	0.24
55.50	complete-done.mp3	0.28
