time	asset	gain
0.60	click-soft.mp3	0.26
3.10	click-soft.mp3	0.26
10.60	whoosh.mp3	0.26
13.20	click-soft.mp3	0.26
20.60	focus.mp3	0.26
25.10	stack-collapse.mp3	0.26
30.60	transform.mp3	0.26
34.50	click-soft.mp3	0.26
40.60	complete-done.mp3	0.26
44.90	focus.mp3	0.26
50.60	click-soft.mp3	0.26
55.40	whoosh-fast.mp3	0.26
