time	asset	gain
0.60	click-soft.mp3	0.28
2.50	whoosh.mp3	0.25
10.60	whoosh.mp3	0.26
13.50	stack-collapse.mp3	0.30
20.60	focus.mp3	0.27
23.80	click-soft.mp3	0.24
30.60	focus.mp3	0.30
34.10	transform.mp3	0.29
40.60	whoosh.mp3	0.27
43.50	click-soft.mp3	0.25
50.60	complete-done.mp3	0.32
55.00	whoosh-fast.mp3	0.28
