time	asset	gain
0.60	whoosh-fast.mp3	0.28
1.50	focus.mp3	0.26
10.60	whoosh.mp3	0.25
13.00	click-soft.mp3	0.22
21.00	drop-thud.mp3	0.29
24.00	stack-collapse.mp3	0.27
27.00	whoosh.mp3	0.25
31.00	transform.mp3	0.30
35.00	focus.mp3	0.28
41.00	whoosh.mp3	0.25
45.00	stack-collapse.mp3	0.27
51.00	complete-done.mp3	0.30
55.00	focus.mp3	0.28
