time	asset	gain
0.50	whoosh.mp3	0.28
2.50	drop-thud.mp3	0.25
10.10	focus.mp3	0.27
12.30	click-soft.mp3	0.22
20.00	whoosh-fast.mp3	0.28
23.50	stack-collapse.mp3	0.24
30.10	transform.mp3	0.29
33.00	focus.mp3	0.26
40.10	drop-thud.mp3	0.25
44.50	click-soft.mp3	0.22
50.10	complete-done.mp3	0.29
55.00	focus.mp3	0.27
