time	asset	gain
0.60	click-soft.mp3	0.26
2.10	focus.mp3	0.28
10.90	focus.mp3	0.28
13.50	drop-thud.mp3	0.25
21.10	focus.mp3	0.28
25.80	complete-done.mp3	0.26
30.80	transform.mp3	0.29
34.60	whoosh-fast.mp3	0.27
41.20	whoosh.mp3	0.28
45.10	click-soft.mp3	0.26
51.00	transform.mp3	0.29
55.40	focus.mp3	0.28
